,Decision/Order Number,Date,Description,View Document,ApplID
257,WR 77-6,1977-06-16,"In the Matter of Permits 5881, \'5882, and 7253 (Applications 10211, 10216, and 11745) of U. S. Corps of Engineers, et al: Salinas River in San Luis Obispo County. See also Orders WR 74-20, 77-11, WR 78-3, 2000-13, and 2001-01.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1977/wro77_06.pdf,A010216
258,WR 78-3,1978-02-14,"In the Matter of Permits 5881, 5882, and 7253 (Applications 10211, 10216, and 11745) of U. S. CORPS OF ENGINEERS: Salinas River in San Luis Obispo County. See also Orders WR 74-20, WR 77-6, WR 77-11, 2000-13, and 2001-01.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1978/wro78_03.pdf,A010216
259,WR 2000-13,2000-10-19,In the Matter of the Petition for Extension of Time of the City of San Luis Obispo Permit 5882 (Application 10216): Salinas River in San Luis Obispo County.,http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/2000/wro2000-13.pdf,A010216
260,WR 2001-01,2001-01-10,"In the Matter of the petition for extension of time of the City of San Luis Obispo¿s Permit 5882 (Application 10216): Salinas River in San Luis Obispo County. See also Orders WR 74-20, WR 77-6, WR 77-11, WR 78-3, WR 2000-13, and WR 2001-01.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/2001/wro2001-01.pdf,A010216
261,1582,1982-04-07,"In the matter of application 26242, 9892, 14278, 17317 of Marin Municipal Water District to appropriate water from Lagunitas Creek in Marin County. See also Order WR 95-17 and Order WR 96-01.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/decisions/d1550_d1599/wrd1582.pdf,A009892
262,WR 95-17,1995-10-26,"In the Matter of FISHERY PROTECTION AND WATER RIGHT ISSUES OF LAGUNITAS CREEK Involving Water Right Permits 5633, 9390, 2800 and 18546 Applications 9892, 14278, 17317, and 262421) of Marin Municipal Water District¿..Water Right Permits 19724 and 19725 (Applications 25062 and 35079) and Diversion of Water Under Claim of Pre-1914 Appropriative Water Rights by North Marin Water District¿..and Water Right License 4324 (Application 13965) and Diversion of Water Under Claim of Riparian Right by Waldo Giacomini: Lagunitas Creek in Marin County. See also Decision 1582 and Order WR 96-01.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1995/wro95-17.pdf,A009892
263,WR 96-01,1996-01-18,"In the Matter of FISHERY PROTECTION AND WATER RIGHT ISSUES OF LAGUNITAS CREEK Involving Water Right Permits 5633, 9390, 2800 and 18546 Applications 9892, 14278, 17317, and 262421) of Marin Municipal Water District?..Water Right Permits 19724 and 19725 (Applications 25062 and 35079) and Diversion of Water Under Claim of Pre-1914 Appropriative Water Rights by North Marin Water District?..and Water Right License 4324 (Application 13965) and Diversion of Water Under Claim of Riparian Right by Waldo Giacomini: Lagunitas Creek in Marin County. See also Decision 1582 and Order WR 95-17.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1996/wro96-01.pdf,A009892
264,1651,2012-10-16,In the Matter of the Truckee River Watershed - Decision Conditionally Approving Applications and Petitions to Change,decisions/d1650_d1699/wrd1651.pdf,A009247
265,WR 2010-0012-EXEC,2010-03-09,In the Matter of the Diversion and Use of Water by West Side Irrigation District,http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/2010/wro2010_0012exec.pdf,A000301
266,2015-0021-EXEC,2015-04-27,In the Matter of the Petition for Reconsideration of Coachella Valley Water District Regarding Water Right Fee Determinations - Order Denying Reconsideration,,A007483
267,2015-0021-EXEC,2015-04-27,In the Matter of the Petition for Reconsideration of Coachella Valley Water District Regarding Water Right Fee Determinations - Order Denying Reconsideration,,A002922
268,2016-0001,2016-01-19,In the Matter of License 659 (Application 553) Morongo Band of Mission Indians - Order Declining to Revoke License 659,http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/2016/wro2016_0001.pdf,A000553
269,2004-0034,2004-07-22,Order Denying Request for Reconsideration by the Morongo Band of Mission Indians,http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/2004/wro2004_0034.pdf,A000553
270,1290,1967-11-30,"In the matter of applications 353, 360, 5640, 10750, 10979, 11023, 11075, 15231, 16469,  of Fresno irrigation District; 14608, 14609 of City of Fresno; 19836, 20002, 20098, 20486, 20585, 20679 to appropriate water from Kings River in Fresno, King and Tulare Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/decisions/d1250_d1299/wrd1290.pdf,A005640
271,1651,2012-10-16,In the Matter of the Truckee River Watershed - Decision Conditionally Approving Applications and Petitions to Change,decisions/d1650_d1699/wrd1651.pdf,A005169
272,95-1,1995-01-19,"In the Matter of Petitions to Add Uses of Water to Licenses 465, 466, and 4822 and Permit 854 (Applications 760, 1042, 12263, and 1321) of U.S. FISH AND WILDLIFE SERVICE: Parker Creek, Pine Creek and Stockdill Slough in Modoc County.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1995/wro95-01.pdf,A000760
273,2015-0021-EXEC,2015-04-27,In the Matter of the Petition for Reconsideration of Coachella Valley Water District Regarding Water Right Fee Determinations - Order Denying Reconsideration,,A001122
274,1290,1967-11-30,"In the matter of applications 353, 360, 5640, 10750, 10979, 11023, 11075, 15231, 16469,  of Fresno irrigation District; 14608, 14609 of City of Fresno; 19836, 20002, 20098, 20486, 20585, 20679 to appropriate water from Kings River in Fresno, King and Tulare Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/decisions/d1250_d1299/wrd1290.pdf,A000360
275,1290,1967-11-30,"In the matter of applications 353, 360, 5640, 10750, 10979, 11023, 11075, 15231, 16469,  of Fresno irrigation District; 14608, 14609 of City of Fresno; 19836, 20002, 20098, 20486, 20585, 20679 to appropriate water from Kings River in Fresno, King and Tulare Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/decisions/d1250_d1299/wrd1290.pdf,A000353
276,80-7,1980-03-20,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 1914B and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-07.pdf,A018728
277,80-9,1980-05-15,"In the Matter of Permitted Applications 11792, 12910, 12911, 12912, 13091, 13092, 13093, 18728, 19148, 18797, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus and San Joaquin Counties. See also 80-7 and 80-21.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-09.pdf,A018728
278,80-21,1980-11-20,"ln the Matter of Permitted Applications 11792, 72910, 12911, 12912, 13091, 13092, 13093, 18727, 18728, 19148, and 19149 of CALAVERAS COUNTY WATER DISTRICT: Stanislaus River and Tributaries in Tuolumne, Calaveras, Stanislaus, and San Joaquin Counties. See also 80-7 and 80-9.",http://www.waterboards.ca.gov/waterrights/board_decisions/adopted_orders/orders/1980/wro80-21.pdf,A018728
