,1a. I have currently reviewed my Federal Stockpond and I am complying with all terms and conditions,1a. I have currently reviewed my stockpond certificate and I am complying with all terms and conditions,1b. The project has been abandoned and I request to revoke my stockpond certificate,Description of noncompliance with terms and conditions,ApplID,Report_ID
4253,,Yes,No,,C005769,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=328536
4254,,Yes,No,,C005769,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=376519
4255,,Yes,No,,C005770,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=326604
4256,,Yes,No,,C005770,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=374467
4257,,Yes,No,,C005771,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=331258
4258,,Yes,No,,C005771,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=375823
4259,,Yes,No,,C005772,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=327886
4260,,Yes,No,,C005772,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=373839
4261,,Yes,No,,C005785,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=329919
4262,,Yes,No,,C005787,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=331259
4263,,Yes,No,,C005788,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=330563
4264,,Yes,No,,C005789,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=329921
4265,,Yes,No,,C005790,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=329922
4266,,Yes,No,,C005791,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=329923
4267,,Yes,No,,C005792,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=331260
4268,,Yes,No,,C005793,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=330564
4269,,Yes,No,,C005794,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=331261
4270,,Yes,No,,C005795,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=327242
4271,,Yes,No,,C005796,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=329217
4272,,Yes,No,,C005797,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=329924
4273,,Yes,No,,C005798,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=330565
4274,,Yes,No,,C005799,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=328537
4275,,Yes,No,,C005800,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=329218
4276,,Yes,No,,C005801,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=331262
4277,,Yes,No,,C005802,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=327887
4278,,Yes,No,,C005803,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=329925
4279,,Yes,No,,C005812,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=373731
4280,,Yes,No,,C005818,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=331263
4281,,Yes,No,,C005828,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=326608
4282,,Yes,No,,C005832,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=328540
4283,,Yes,No,,C005832,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=377680
4284,,Yes,No,,C005834,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=330569
4285,,Yes,No,,C005835,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=327889
4286,,Yes,No,,C005836,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=328541
4287,,Yes,No,,C005837,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=326610
4288,,Yes,No,,C005838,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=330570
4289,,Yes,No,,C005839,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=326611
4290,,Yes,No,,C005840,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=329927
4291,,Yes,No,,C005841,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=329219
4292,,Yes,No,,C005842,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=329928
4293,,Yes,No,,C005842,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=372979
4294,,Yes,No,,C005846,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=331265
4295,,Yes,No,,C005846,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=373145
4296,,Yes,No,,C005848,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=374440
4297,,Yes,No,,C005849,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=375140
4298,,Yes,No,,C005850,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=376491
4299,,Yes,No,,C005914,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=326618
4300,,Yes,No,,C005918,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=327895
4301,,Yes,No,,C005919,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=329229
4302,,Yes,No,,C005919,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=376347
4303,,Yes,No,,C005920,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=327257
4304,,Yes,No,,C005923,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=327258
4305,,Yes,No,,C005923,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334910
4306,,Yes,No,,C005923,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334919
4307,,Yes,No,,C005923,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334932
4308,,Yes,No,,C005923,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=373008
4309,,Yes,No,,C005924,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=329230
4310,,Yes,No,,C005924,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334934
4311,,Yes,No,,C005924,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=375668
4312,,Yes,No,,C005926,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=330580
4313,,Yes,No,,C005926,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=377687
4314,,Yes,No,,C005927,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=329938
4315,,Yes,No,,C005927,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=373009
4316,,Yes,No,,C005928,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=328551
4317,,Yes,No,,C005928,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=376996
4318,,Yes,No,,C005929,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=329939
4319,,Yes,No,,C005929,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=376275
4320,,Yes,No,,C005976,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=330583
4321,,Yes,No,,C005976,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=377685
4322,,Yes,Yes,,C005977,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=328557
4323,,Yes,Yes,,C005977,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334915
4324,,Yes,No,,C005977,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=375007
4325,,Yes,No,,C005978,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=327262
4326,,Yes,No,,C005978,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=377686
4327,,Yes,Yes,,C005979,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=327263
4328,,Yes,No,,C005979,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=375008
4329,,Yes,No,,C005980,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=326624
4330,,Yes,No,,C005980,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=374311
4331,,Yes,No,,C005981,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=328558
4332,,Yes,No,,C005981,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=375667
4333,,Yes,No,,C005982,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=328559
4334,,Yes,No,,C005982,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=374312
4335,,Yes,No,,C005983,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=329942
4336,,Yes,No,,C005983,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=373712
4337,,Yes,No,,C005984,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=327264
4338,,Yes,No,,C005984,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=377076
4339,,Yes,No,,C005985,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=329255
4340,,Yes,No,,C005985,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=377688
4341,,Yes,No,,C005985,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381085
4342,,Yes,No,,C005991,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=330611
4343,,Yes,No,,C005991,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=373007
4344,,Yes,No,,C005996,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=328580
4345,,Yes,No,,C006002,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=329256
4346,,Yes,No,,C006004,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=331298
4347,,Yes,No,,C006005,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=328581
4348,,Yes,No,,C006006,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=327918
4349,,Yes,No,,C006026,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=330612
4350,,Yes,No,,C006034,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=327290
4351,,Yes,No,,C006035,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=330613
4352,,Yes,No,,C006039,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=327921
4353,,Yes,No,,C006039,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=376286
4354,,Yes,No,,C006040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=327922
4355,,Yes,No,,C006040,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=373120
4356,,Yes,No,,C006041,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=330615
4357,,Yes,No,,C006041,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=374427
4358,,Yes,No,,C006049,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=327291
4359,,Yes,No,,C006049,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=334928
4360,,Yes,No,,C006049,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=373815
4361,,Yes,No,,C006052,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=328582
4362,,Yes,No,,C006052,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=375115
4363,,Yes,No,,C006052,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=381114
4364,,Yes,No,,C006053,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=330617
4365,,Yes,No,,C006053,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=375666
4366,,Yes,No,,C006054,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=327923
4367,,Yes,No,,C006054,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=376464
4368,Yes,,No,,F003271C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333021
4369,Yes,,No,,F003272C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333123
4370,Yes,,No,,F003273C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333231
4371,Yes,,No,,F003274C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332975
4372,Yes,,No,,F003275C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333295
4373,Yes,,No,,F003276C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333296
4374,Yes,,No,,F003277C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333297
4375,Yes,,No,,F003278C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333176
4376,Yes,,No,,F003279C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333177
4377,Yes,,No,,F003280C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333178
4378,Yes,,No,,F003281C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332917
4379,Yes,,No,,F003294C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333067
4380,Yes,,No,,F003295C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332976
4381,Yes,,No,,F003296C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333068
4382,Yes,,No,,F003297C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332918
4383,Yes,,No,,F003298C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333179
4384,Yes,,No,,F003299C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333298
4385,Yes,,No,,F003300C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333180
4386,Yes,,No,,F003301C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333299
4387,Yes,,No,,F003302C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333232
4388,Yes,,No,,F003303C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333124
4389,Yes,,No,,F003304C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332977
4390,Yes,,No,,F003305C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333125
4391,Yes,,No,,F003306C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333022
4392,Yes,,No,,F003307C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332978
4393,Yes,,No,,F003308C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333069
4394,Yes,,No,,F003309C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333233
4395,Yes,,No,,F003310C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333234
4396,Yes,,No,,F003311C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333300
4397,Yes,,No,,F003312C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333126
4398,Yes,,No,,F003313C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333127
4399,Yes,,No,,F003314C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333235
4400,Yes,,No,,F003315C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333301
4401,Yes,,No,,F003316C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333023
4402,Yes,,No,,F003317C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332919
4403,Yes,,No,,F003318C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333024
4404,Yes,,No,,F003319C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333236
4405,Yes,,No,,F003320C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333237
4406,Yes,,No,,F003321C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333238
4407,Yes,,No,,F003322C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333025
4408,Yes,,No,,F003323C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333026
4409,Yes,,No,,F003324C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333128
4410,Yes,,No,,F003325C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332920
4411,Yes,,No,,F003326C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333181
4412,Yes,,No,,F003327C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333182
4413,Yes,,No,,F003328C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332921
4414,Yes,,No,,F003331C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333239
4415,Yes,,No,,F003332C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332979
4416,Yes,,No,,F003333C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333070
4417,Yes,,No,,F003334C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333129
4418,Yes,,No,,F003335C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333027
4419,Yes,,No,,F003336C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333240
4420,Yes,,No,,F003337C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333130
4421,Yes,,No,,F003338C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333028
4422,Yes,,No,,F003339C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333302
4423,Yes,,No,,F003340C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333071
4424,Yes,,No,,F003341C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333029
4425,Yes,,No,,F003344C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333131
4426,Yes,,No,,F003345C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333303
4427,Yes,,No,,F003346C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333304
4428,Yes,,No,,F003347C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333241
4429,Yes,,No,,F003348C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332922
4430,Yes,,No,,F003349C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333242
4431,Yes,,No,,F003350C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333243
4432,Yes,,No,,F003351C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332923
4433,Yes,,No,,F003353C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333030
4434,Yes,,No,,F003354C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333305
4435,Yes,,No,,F003355C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333244
4436,Yes,,No,,F003356C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332924
4437,Yes,,No,,F003357C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333245
4438,Yes,,No,,F003358C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333031
4439,Yes,,No,,F003359C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333072
4440,Yes,,No,,F003360C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333246
4441,Yes,,No,,F003361C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333132
4442,Yes,,No,,F003362C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333133
4443,Yes,,No,,F003363C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332980
4444,Yes,,No,,F003364C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333073
4445,Yes,,No,,F003365C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333247
4446,Yes,,No,,F003367C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333074
4447,Yes,,No,,F003368C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333248
4448,Yes,,No,,F003369C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333032
4449,Yes,,No,,F003370C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332925
4450,Yes,,No,,F003371C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332926
4451,Yes,,No,,F003372C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333075
4452,Yes,,No,,F003373C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333306
4453,Yes,,No,,F003374C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332927
4454,Yes,,No,,F003375C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333249
4455,Yes,,No,,F003376C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332981
4456,Yes,,No,,F003377C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333033
4457,Yes,,No,,F003379C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332982
4458,Yes,,No,,F003380C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333307
4459,Yes,,No,,F003381C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332983
4460,Yes,,No,,F003382C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332928
4461,Yes,,No,,F003383C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332984
4462,Yes,,No,,F003384C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332929
4463,Yes,,No,,F003385C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333308
4464,Yes,,No,,F003386C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332930
4465,Yes,,No,,F003387C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333250
4466,Yes,,No,,F003388C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=332985
4467,Yes,,No,,F003389C,http://ciwqs.waterboards.ca.gov/ciwqs/ewrims_online_reporting/viewReport.do?formId=333034
